Order_ID,Date,Product,Category,Quantity,Unit_Price,Customer_ID,Region,Sales_Channel,Payment_Method,Discount,Cost,Revenue,Profit
ORD-10787,2026-02-02,Headphones,Accessories,5,120,CUST-1350,Europe,Online,Cash,0.12,300,528.0,228.0
ORD-10788,2025-08-10,Keyboard,Accessories,4,80,CUST-1521,Asia,Store,Credit Card,0.03,140,310.4,170.39999999999998
ORD-10789,2026-05-15,Laptop,Electronics,1,900,CUST-1182,Europe,Store,Cash,0.19,650,729.0,79.0
ORD-10790,2025-12-04,Phone,Electronics,1,700,CUST-1826,Asia,Online,Cash,0.07,500,651.0,151.0
ORD-10791,2025-12-05,Headphones,Accessories,4,120,CUST-1625,Asia,Online,Bank Transfer,0.08,240,441.6,201.60000000000002
ORD-10792,2025-06-17,Keyboard,Accessories,4,80,CUST-1724,South America,Store,Bank Transfer,0.05,140,304.0,164.0
ORD-10793,2025-08-11,Smartwatch,Wearables,4,250,CUST-1685,Asia,Store,Cash,0.04,560,960.0,400.0
ORD-10794,2026-03-08,Smartwatch,Wearables,1,250,CUST-1994,South America,Store,Bank Transfer,0.13,140,217.5,77.5
ORD-10795,2025-11-05,Tablet,Electronics,2,450,CUST-1630,South America,Store,Credit Card,0.16,600,756.0,156.0
ORD-10796,2026-03-21,Monitor,Electronics,1,300,CUST-1942,North America,Online,Cash,0.05,180,285.0,105.0
ORD-10797,2025-08-16,Mouse,Accessories,2,50,CUST-1660,Asia,Online,Bank Transfer,0.13,40,87.0,47.0
ORD-10798,2025-10-07,Headphones,Accessories,4,120,CUST-1255,North America,Store,Cash,0.01,240,475.2,235.2
ORD-10799,2026-03-01,Keyboard,Accessories,3,80,CUST-1859,Asia,Online,Credit Card,0.05,105,228.0,123.0
ORD-10800,2026-03-05,Mouse,Accessories,5,50,CUST-1769,South America,Store,Cash,0.15,100,212.5,112.5
ORD-10801,2026-02-24,Monitor,Electronics,5,300,CUST-1435,Asia,Online,Bank Transfer,0.14,900,1290.0,390.0
ORD-10802,2026-03-05,Monitor,Electronics,3,300,CUST-1462,Europe,Store,Cash,0.19,540,729.0,189.0
ORD-10803,2025-09-17,Keyboard,Accessories,3,80,CUST-1043,Asia,Online,Cash,0.03,105,232.79999999999998,127.79999999999998
ORD-10804,2026-05-27,Tablet,Electronics,5,450,CUST-1420,Europe,Store,Cash,0.08,1500,2070.0,570.0
ORD-10805,2025-07-15,Phone,Electronics,5,700,CUST-1514,South America,Online,Bank Transfer,0.15,2500,2975.0,475.0
ORD-10806,2026-02-09,Tablet,Electronics,3,450,CUST-1029,North America,Store,Bank Transfer,0.03,900,1309.5,409.5
ORD-10807,2025-10-03,Smartwatch,Wearables,4,250,CUST-1127,Asia,Store,Bank Transfer,0.13,560,870.0,310.0
ORD-10808,2025-08-03,Smartwatch,Wearables,5,250,CUST-1361,North America,Online,Cash,0.03,700,1212.5,512.5
ORD-10809,2026-05-14,Mouse,Accessories,2,50,CUST-1128,South America,Store,Credit Card,0.0,40,100.0,60.0
ORD-10810,2025-09-23,Laptop,Electronics,4,900,CUST-1448,South America,Store,Bank Transfer,0.15,2600,3060.0,460.0
ORD-10811,2025-12-24,Tablet,Electronics,4,450,CUST-1223,Asia,Store,Cash,0.02,1200,1764.0,564.0
ORD-10812,2025-07-14,Tablet,Electronics,2,450,CUST-1472,Europe,Store,Cash,0.13,600,783.0,183.0
ORD-10813,2026-01-15,Headphones,Accessories,2,120,CUST-1301,Europe,Online,Bank Transfer,0.15,120,204.0,84.0
ORD-10814,2026-02-21,Monitor,Electronics,3,300,CUST-1936,North America,Store,Cash,0.04,540,864.0,324.0
ORD-10815,2026-04-09,Phone,Electronics,5,700,CUST-1931,Asia,Store,Cash,0.11,2500,3115.0,615.0
ORD-10816,2025-11-24,Tablet,Electronics,2,450,CUST-1565,Asia,Store,Cash,0.15,600,765.0,165.0
ORD-10817,2026-03-22,Headphones,Accessories,4,120,CUST-1013,Asia,Online,Bank Transfer,0.15,240,408.0,168.0
ORD-10818,2025-10-11,Phone,Electronics,1,700,CUST-1376,Asia,Online,Cash,0.19,500,567.0,67.0
ORD-10819,2025-11-02,Keyboard,Accessories,4,80,CUST-1754,South America,Store,Cash,0.07,140,297.59999999999997,157.59999999999997
ORD-10820,2025-08-08,Monitor,Electronics,3,300,CUST-1131,South America,Store,Cash,0.2,540,720.0,180.0
ORD-10821,2025-07-06,Headphones,Accessories,5,120,CUST-1905,North America,Online,Bank Transfer,0.13,300,522.0,222.0
ORD-10822,2025-12-14,Laptop,Electronics,3,900,CUST-1741,North America,Online,Cash,0.03,1950,2619.0,669.0
ORD-10823,2025-08-31,Laptop,Electronics,5,900,CUST-1870,Europe,Store,Bank Transfer,0.0,3250,4500.0,1250.0
ORD-10824,2026-05-29,Keyboard,Accessories,5,80,CUST-1941,Europe,Store,Bank Transfer,0.01,175,396.0,221.0
ORD-10825,2026-05-30,Smartwatch,Wearables,4,250,CUST-1940,South America,Online,Bank Transfer,0.04,560,960.0,400.0
ORD-10826,2025-11-04,Headphones,Accessories,4,120,CUST-1582,Europe,Online,Credit Card,0.08,240,441.6,201.60000000000002
ORD-10827,2026-06-06,Tablet,Electronics,4,450,CUST-1514,South America,Online,Credit Card,0.1,1200,1620.0,420.0
ORD-10828,2025-07-02,Headphones,Accessories,5,120,CUST-1054,South America,Store,Bank Transfer,0.12,300,528.0,228.0
ORD-10829,2025-11-13,Phone,Electronics,4,700,CUST-1765,North America,Online,Cash,0.11,2000,2492.0,492.0
ORD-10830,2025-10-25,Monitor,Electronics,2,300,CUST-1914,South America,Online,Bank Transfer,0.12,360,528.0,168.0
ORD-10831,2025-12-12,Keyboard,Accessories,4,80,CUST-1816,Asia,Store,Credit Card,0.17,140,265.59999999999997,125.59999999999997
ORD-10832,2026-04-06,Headphones,Accessories,3,120,CUST-1108,North America,Store,Bank Transfer,0.01,180,356.4,176.39999999999998
ORD-10833,2025-06-21,Tablet,Electronics,4,450,CUST-1997,South America,Online,Credit Card,0.16,1200,1512.0,312.0
ORD-10834,2026-03-31,Mouse,Accessories,5,50,CUST-1703,North America,Online,Bank Transfer,0.16,100,210.0,110.0
ORD-10835,2025-11-19,Headphones,Accessories,3,120,CUST-1739,Europe,Online,Cash,0.09,180,327.6,147.60000000000002
ORD-10836,2026-02-09,Tablet,Electronics,1,450,CUST-1145,South America,Online,Bank Transfer,0.09,300,409.5,109.5
ORD-10837,2025-08-10,Smartwatch,Wearables,4,250,CUST-1475,Europe,Online,Bank Transfer,0.01,560,990.0,430.0
ORD-10838,2026-01-03,Headphones,Accessories,3,120,CUST-1824,North America,Online,Cash,0.15,180,306.0,126.0
ORD-10839,2025-06-24,Monitor,Electronics,4,300,CUST-1160,North America,Online,Credit Card,0.06,720,1128.0,408.0
ORD-10840,2025-06-12,Headphones,Accessories,1,120,CUST-1659,Europe,Store,Cash,0.13,60,104.4,44.400000000000006
ORD-10841,2025-07-24,Phone,Electronics,3,700,CUST-1558,South America,Online,Credit Card,0.14,1500,1806.0,306.0
ORD-10842,2025-08-08,Laptop,Electronics,4,900,CUST-1136,Asia,Online,Cash,0.08,2600,3312.0,712.0
ORD-10843,2025-09-06,Keyboard,Accessories,2,80,CUST-1504,South America,Online,Credit Card,0.12,70,140.8,70.80000000000001
ORD-10844,2026-03-09,Laptop,Electronics,4,900,CUST-1049,South America,Store,Bank Transfer,0.07,2600,3348.0,748.0
ORD-10845,2026-04-13,Monitor,Electronics,3,300,CUST-1624,South America,Store,Credit Card,0.01,540,891.0,351.0
ORD-10846,2025-09-20,Laptop,Electronics,5,900,CUST-1876,South America,Store,Bank Transfer,0.14,3250,3870.0,620.0
ORD-10847,2025-12-18,Tablet,Electronics,3,450,CUST-1425,Europe,Store,Cash,0.19,900,1093.5,193.5
ORD-10848,2025-10-19,Headphones,Accessories,3,120,CUST-1580,South America,Store,Bank Transfer,0.09,180,327.6,147.60000000000002
ORD-10849,2025-12-19,Laptop,Electronics,5,900,CUST-1979,Asia,Store,Bank Transfer,0.09,3250,4095.0,845.0
ORD-10850,2026-05-15,Smartwatch,Wearables,1,250,CUST-1703,South America,Online,Cash,0.09,140,227.5,87.5
ORD-10851,2025-10-17,Headphones,Accessories,5,120,CUST-1601,Europe,Store,Bank Transfer,0.14,300,516.0,216.0
ORD-10852,2025-07-29,Laptop,Electronics,4,900,CUST-1294,Europe,Online,Credit Card,0.01,2600,3564.0,964.0
ORD-10853,2025-06-21,Smartwatch,Wearables,2,250,CUST-1791,South America,Store,Cash,0.18,280,410.00000000000006,130.00000000000006
ORD-10854,2025-08-16,Keyboard,Accessories,1,80,CUST-1808,North America,Store,Cash,0.0,35,80.0,45.0
ORD-10855,2025-06-25,Smartwatch,Wearables,4,250,CUST-1568,Europe,Store,Cash,0.03,560,970.0,410.0
ORD-10856,2026-05-13,Mouse,Accessories,4,50,CUST-1547,Asia,Store,Cash,0.13,80,174.0,94.0
ORD-10857,2025-10-13,Mouse,Accessories,5,50,CUST-1875,South America,Online,Credit Card,0.01,100,247.5,147.5
ORD-10858,2026-02-17,Keyboard,Accessories,2,80,CUST-1219,North America,Online,Cash,0.06,70,150.39999999999998,80.39999999999998
ORD-10859,2026-03-19,Tablet,Electronics,3,450,CUST-1269,Europe,Store,Bank Transfer,0.06,900,1269.0,369.0
ORD-10860,2026-01-24,Laptop,Electronics,2,900,CUST-1181,Europe,Online,Credit Card,0.05,1300,1710.0,410.0
ORD-10861,2026-04-30,Monitor,Electronics,2,300,CUST-1581,South America,Online,Cash,0.17,360,498.0,138.0
ORD-10862,2025-07-20,Tablet,Electronics,4,450,CUST-1227,Europe,Store,Credit Card,0.03,1200,1746.0,546.0
ORD-10863,2025-11-02,Mouse,Accessories,3,50,CUST-1249,Asia,Online,Cash,0.01,60,148.5,88.5
ORD-10864,2025-12-03,Keyboard,Accessories,3,80,CUST-1195,Asia,Online,Bank Transfer,0.03,105,232.79999999999998,127.79999999999998
ORD-10865,2025-12-27,Smartwatch,Wearables,2,250,CUST-1518,Europe,Online,Bank Transfer,0.08,280,460.0,180.0
ORD-10866,2026-04-29,Keyboard,Accessories,2,80,CUST-1202,Asia,Store,Bank Transfer,0.15,70,136.0,66.0
ORD-10867,2026-02-06,Tablet,Electronics,4,450,CUST-1943,Asia,Store,Cash,0.03,1200,1746.0,546.0
ORD-10868,2025-10-21,Monitor,Electronics,5,300,CUST-1491,North America,Online,Cash,0.01,900,1485.0,585.0
ORD-10869,2026-06-05,Laptop,Electronics,1,900,CUST-1020,Asia,Online,Cash,0.1,650,810.0,160.0
ORD-10870,2026-01-09,Mouse,Accessories,2,50,CUST-1598,North America,Online,Bank Transfer,0.03,40,97.0,57.0
ORD-10871,2026-03-19,Monitor,Electronics,2,300,CUST-1304,Asia,Online,Cash,0.04,360,576.0,216.0
ORD-10872,2025-09-19,Keyboard,Accessories,3,80,CUST-1852,Europe,Store,Credit Card,0.06,105,225.6,120.6
ORD-10873,2026-05-01,Monitor,Electronics,4,300,CUST-1424,North America,Online,Credit Card,0.07,720,1116.0,396.0
ORD-10874,2025-09-19,Keyboard,Accessories,1,80,CUST-1707,Europe,Store,Bank Transfer,0.03,35,77.6,42.599999999999994
ORD-10875,2025-06-22,Smartwatch,Wearables,2,250,CUST-1597,Asia,Store,Credit Card,0.02,280,490.0,210.0
ORD-10876,2026-02-05,Headphones,Accessories,1,120,CUST-1572,South America,Store,Cash,0.1,60,108.0,48.0
ORD-10877,2025-09-20,Smartwatch,Wearables,5,250,CUST-1953,Asia,Store,Credit Card,0.17,700,1037.5,337.5
ORD-10878,2026-02-05,Keyboard,Accessories,3,80,CUST-1597,North America,Store,Credit Card,0.01,105,237.6,132.6
ORD-10879,2026-01-31,Keyboard,Accessories,1,80,CUST-1965,Europe,Store,Credit Card,0.11,35,71.2,36.2
ORD-10880,2025-09-23,Phone,Electronics,2,700,CUST-1852,South America,Store,Bank Transfer,0.1,1000,1260.0,260.0
ORD-10881,2025-10-02,Keyboard,Accessories,5,80,CUST-1111,Europe,Online,Credit Card,0.19,175,324.0,149.0
ORD-10882,2025-08-16,Laptop,Electronics,1,900,CUST-1097,Europe,Online,Bank Transfer,0.13,650,783.0,133.0
ORD-10883,2025-11-19,Headphones,Accessories,3,120,CUST-1085,Europe,Store,Cash,0.13,180,313.2,133.2
ORD-10884,2026-02-05,Smartwatch,Wearables,4,250,CUST-1935,Asia,Store,Bank Transfer,0.01,560,990.0,430.0
ORD-10885,2025-06-29,Mouse,Accessories,4,50,CUST-1610,South America,Online,Cash,0.07,80,186.0,106.0
ORD-10886,2025-10-29,Phone,Electronics,3,700,CUST-1959,South America,Online,Cash,0.16,1500,1764.0,264.0
ORD-10887,2025-09-27,Smartwatch,Wearables,5,250,CUST-1382,Europe,Online,Bank Transfer,0.03,700,1212.5,512.5
ORD-10888,2026-03-30,Keyboard,Accessories,4,80,CUST-1213,North America,Store,Credit Card,0.15,140,272.0,132.0
ORD-10889,2025-07-12,Tablet,Electronics,5,450,CUST-1627,Europe,Store,Credit Card,0.13,1500,1957.5,457.5
ORD-10890,2025-08-16,Headphones,Accessories,4,120,CUST-1380,North America,Store,Bank Transfer,0.05,240,456.0,216.0
ORD-10891,2026-02-20,Mouse,Accessories,1,50,CUST-1795,Europe,Store,Credit Card,0.11,20,44.5,24.5
ORD-10892,2026-04-08,Mouse,Accessories,2,50,CUST-1065,Europe,Store,Bank Transfer,0.11,40,89.0,49.0
ORD-10893,2026-05-29,Smartwatch,Wearables,1,250,CUST-1898,Europe,Store,Bank Transfer,0.02,140,245.0,105.0
ORD-10894,2025-07-16,Tablet,Electronics,4,450,CUST-1226,Asia,Store,Bank Transfer,0.11,1200,1602.0,402.0
ORD-10895,2025-07-29,Tablet,Electronics,4,450,CUST-1378,Asia,Online,Bank Transfer,0.09,1200,1638.0,438.0
ORD-10896,2026-02-19,Tablet,Electronics,2,450,CUST-1708,North America,Store,Bank Transfer,0.02,600,882.0,282.0
ORD-10897,2026-04-06,Laptop,Electronics,3,900,CUST-1267,Europe,Store,Bank Transfer,0.04,1950,2592.0,642.0
ORD-10898,2026-03-23,Smartwatch,Wearables,2,250,CUST-1507,North America,Store,Bank Transfer,0.02,280,490.0,210.0
ORD-10899,2025-09-11,Laptop,Electronics,4,900,CUST-1484,Europe,Store,Cash,0.15,2600,3060.0,460.0
ORD-10900,2025-07-26,Monitor,Electronics,5,300,CUST-1904,North America,Store,Credit Card,0.06,900,1410.0,510.0
ORD-10901,2026-01-22,Phone,Electronics,2,700,CUST-1467,Europe,Online,Credit Card,0.03,1000,1358.0,358.0
ORD-10902,2025-11-12,Phone,Electronics,4,700,CUST-1847,Europe,Online,Cash,0.03,2000,2716.0,716.0
ORD-10903,2026-03-29,Laptop,Electronics,3,900,CUST-1282,South America,Store,Cash,0.07,1950,2511.0,561.0
ORD-10904,2025-06-17,Headphones,Accessories,2,120,CUST-1485,South America,Store,Credit Card,0.03,120,232.79999999999998,112.79999999999998
ORD-10905,2025-11-15,Smartwatch,Wearables,1,250,CUST-1519,South America,Store,Bank Transfer,0.12,140,220.0,80.0
ORD-10906,2025-06-28,Keyboard,Accessories,5,80,CUST-1687,North America,Store,Cash,0.15,175,340.0,165.0
ORD-10907,2025-12-14,Tablet,Electronics,3,450,CUST-1989,Europe,Online,Credit Card,0.06,900,1269.0,369.0
ORD-10908,2026-04-21,Monitor,Electronics,3,300,CUST-1523,Asia,Store,Bank Transfer,0.18,540,738.0,198.0
ORD-10909,2025-11-09,Mouse,Accessories,3,50,CUST-1015,Asia,Store,Cash,0.1,60,135.0,75.0
ORD-10910,2026-02-05,Smartwatch,Wearables,1,250,CUST-1886,Asia,Online,Credit Card,0.08,140,230.0,90.0
ORD-10911,2025-12-27,Laptop,Electronics,5,900,CUST-1268,South America,Store,Bank Transfer,0.13,3250,3915.0,665.0
ORD-10912,2026-06-02,Monitor,Electronics,2,300,CUST-1101,South America,Store,Credit Card,0.03,360,582.0,222.0
ORD-10913,2025-09-01,Monitor,Electronics,2,300,CUST-1246,Europe,Online,Credit Card,0.09,360,546.0,186.0
ORD-10914,2026-02-10,Phone,Electronics,3,700,CUST-1130,South America,Store,Credit Card,0.14,1500,1806.0,306.0
ORD-10915,2026-04-09,Monitor,Electronics,1,300,CUST-1915,Europe,Online,Bank Transfer,0.01,180,297.0,117.0
ORD-10916,2025-11-04,Tablet,Electronics,2,450,CUST-1644,Europe,Online,Bank Transfer,0.04,600,864.0,264.0
ORD-10917,2025-07-22,Keyboard,Accessories,3,80,CUST-1476,South America,Online,Cash,0.04,105,230.39999999999998,125.39999999999998
ORD-10918,2026-05-17,Mouse,Accessories,1,50,CUST-1433,South America,Store,Bank Transfer,0.16,20,42.0,22.0
ORD-10919,2026-03-22,Tablet,Electronics,3,450,CUST-1376,Asia,Online,Cash,0.15,900,1147.5,247.5
ORD-10920,2025-11-28,Monitor,Electronics,3,300,CUST-1363,North America,Online,Credit Card,0.18,540,738.0,198.0
ORD-10921,2025-09-20,Monitor,Electronics,4,300,CUST-1727,North America,Store,Bank Transfer,0.06,720,1128.0,408.0
ORD-10922,2026-04-26,Laptop,Electronics,2,900,CUST-1587,South America,Store,Bank Transfer,0.16,1300,1512.0,212.0
ORD-10923,2025-10-06,Phone,Electronics,4,700,CUST-1276,Europe,Store,Credit Card,0.11,2000,2492.0,492.0
ORD-10924,2025-09-25,Monitor,Electronics,4,300,CUST-1189,North America,Online,Credit Card,0.17,720,996.0,276.0
ORD-10925,2025-11-19,Keyboard,Accessories,1,80,CUST-1691,Europe,Online,Credit Card,0.05,35,76.0,41.0
ORD-10926,2025-08-15,Keyboard,Accessories,2,80,CUST-1942,North America,Store,Cash,0.07,70,148.79999999999998,78.79999999999998
ORD-10927,2025-12-21,Mouse,Accessories,2,50,CUST-1952,North America,Store,Cash,0.15,40,85.0,45.0
ORD-10928,2026-02-10,Smartwatch,Wearables,1,250,CUST-1650,South America,Online,Bank Transfer,0.17,140,207.5,67.5
ORD-10929,2025-08-04,Smartwatch,Wearables,3,250,CUST-1723,Europe,Online,Cash,0.13,420,652.5,232.5
ORD-10930,2025-11-22,Keyboard,Accessories,5,80,CUST-1065,Europe,Online,Cash,0.14,175,344.0,169.0
ORD-10931,2026-01-19,Monitor,Electronics,3,300,CUST-1155,Asia,Online,Credit Card,0.14,540,774.0,234.0
ORD-10932,2025-07-01,Headphones,Accessories,1,120,CUST-1000,Europe,Online,Cash,0.13,60,104.4,44.400000000000006
ORD-10933,2026-03-27,Phone,Electronics,3,700,CUST-1920,Asia,Online,Credit Card,0.14,1500,1806.0,306.0
ORD-10934,2026-04-19,Keyboard,Accessories,5,80,CUST-1628,Europe,Online,Cash,0.01,175,396.0,221.0
ORD-10935,2026-02-12,Phone,Electronics,5,700,CUST-1653,Europe,Store,Bank Transfer,0.13,2500,3045.0,545.0
ORD-10936,2025-12-07,Smartwatch,Wearables,4,250,CUST-1550,Europe,Online,Bank Transfer,0.17,560,830.0,270.0
ORD-10937,2025-09-16,Laptop,Electronics,1,900,CUST-1844,Asia,Store,Credit Card,0.16,650,756.0,106.0
ORD-10938,2025-10-13,Laptop,Electronics,2,900,CUST-1645,Europe,Store,Credit Card,0.13,1300,1566.0,266.0
ORD-10939,2025-08-06,Mouse,Accessories,3,50,CUST-1442,Asia,Store,Credit Card,0.0,60,150.0,90.0
ORD-10940,2025-07-09,Laptop,Electronics,3,900,CUST-1557,Asia,Online,Bank Transfer,0.08,1950,2484.0,534.0
ORD-10941,2026-02-08,Phone,Electronics,4,700,CUST-1701,Asia,Store,Cash,0.08,2000,2576.0,576.0
ORD-10942,2026-04-02,Keyboard,Accessories,3,80,CUST-1845,Europe,Store,Credit Card,0.08,105,220.8,115.80000000000001
ORD-10943,2026-04-15,Laptop,Electronics,3,900,CUST-1280,South America,Store,Cash,0.08,1950,2484.0,534.0
ORD-10944,2026-02-07,Monitor,Electronics,2,300,CUST-1661,Europe,Online,Credit Card,0.19,360,486.00000000000006,126.00000000000006
ORD-10945,2026-05-10,Monitor,Electronics,1,300,CUST-1946,Asia,Online,Credit Card,0.06,180,282.0,102.0
ORD-10946,2025-09-24,Tablet,Electronics,3,450,CUST-1712,North America,Store,Bank Transfer,0.15,900,1147.5,247.5
ORD-10947,2025-08-28,Smartwatch,Wearables,4,250,CUST-1326,Asia,Store,Bank Transfer,0.0,560,1000.0,440.0
ORD-10948,2025-10-05,Mouse,Accessories,1,50,CUST-1374,North America,Store,Cash,0.06,20,47.0,27.0
ORD-10949,2026-04-12,Smartwatch,Wearables,1,250,CUST-1942,North America,Online,Bank Transfer,0.06,140,235.0,95.0
ORD-10950,2026-05-17,Mouse,Accessories,4,50,CUST-1933,North America,Store,Bank Transfer,0.02,80,196.0,116.0
ORD-10951,2025-09-11,Mouse,Accessories,5,50,CUST-1935,North America,Store,Cash,0.11,100,222.5,122.5
ORD-10952,2026-02-11,Tablet,Electronics,1,450,CUST-1319,North America,Online,Credit Card,0.05,300,427.5,127.5
ORD-10953,2026-03-17,Monitor,Electronics,1,300,CUST-1088,North America,Online,Bank Transfer,0.09,180,273.0,93.0
ORD-10954,2025-10-16,Monitor,Electronics,3,300,CUST-1954,South America,Store,Credit Card,0.01,540,891.0,351.0
ORD-10955,2025-12-06,Mouse,Accessories,1,50,CUST-1067,Asia,Store,Credit Card,0.01,20,49.5,29.5
ORD-10956,2025-11-19,Laptop,Electronics,4,900,CUST-1872,Asia,Store,Credit Card,0.17,2600,2988.0,388.0
ORD-10957,2025-07-28,Mouse,Accessories,5,50,CUST-1936,North America,Online,Cash,0.12,100,220.0,120.0
ORD-10958,2025-10-15,Headphones,Accessories,5,120,CUST-1431,Europe,Online,Credit Card,0.17,300,498.0,198.0
ORD-10959,2025-07-27,Headphones,Accessories,4,120,CUST-1575,North America,Online,Credit Card,0.12,240,422.4,182.39999999999998
ORD-10960,2025-08-27,Laptop,Electronics,2,900,CUST-1660,North America,Online,Bank Transfer,0.11,1300,1602.0,302.0
ORD-10961,2025-12-08,Monitor,Electronics,5,300,CUST-1868,South America,Online,Bank Transfer,0.05,900,1425.0,525.0
ORD-10962,2026-04-11,Keyboard,Accessories,3,80,CUST-1200,North America,Store,Cash,0.1,105,216.0,111.0
ORD-10963,2026-04-24,Monitor,Electronics,5,300,CUST-1034,South America,Online,Credit Card,0.01,900,1485.0,585.0
ORD-10964,2025-08-03,Phone,Electronics,1,700,CUST-1479,South America,Store,Cash,0.01,500,693.0,193.0
ORD-10965,2025-12-29,Headphones,Accessories,1,120,CUST-1342,North America,Store,Bank Transfer,0.01,60,118.8,58.8
ORD-10966,2025-11-29,Mouse,Accessories,4,50,CUST-1173,Europe,Online,Cash,0.18,80,164.0,84.0
ORD-10967,2025-08-04,Headphones,Accessories,1,120,CUST-1819,North America,Online,Bank Transfer,0.07,60,111.6,51.599999999999994
ORD-10968,2025-09-14,Phone,Electronics,5,700,CUST-1532,Europe,Store,Bank Transfer,0.03,2500,3395.0,895.0
ORD-10969,2026-01-29,Laptop,Electronics,3,900,CUST-1504,South America,Store,Bank Transfer,0.09,1950,2457.0,507.0
ORD-10970,2025-07-30,Phone,Electronics,5,700,CUST-1822,Europe,Online,Cash,0.13,2500,3045.0,545.0
ORD-10971,2026-05-11,Tablet,Electronics,4,450,CUST-1405,North America,Online,Bank Transfer,0.02,1200,1764.0,564.0
ORD-10972,2026-03-15,Keyboard,Accessories,4,80,CUST-1853,Asia,Store,Cash,0.1,140,288.0,148.0
ORD-10973,2025-07-09,Smartwatch,Wearables,4,250,CUST-1161,Asia,Online,Cash,0.19,560,810.0,250.0
ORD-10974,2025-07-24,Monitor,Electronics,3,300,CUST-1768,Europe,Store,Credit Card,0.15,540,765.0,225.0
ORD-10975,2025-12-24,Phone,Electronics,1,700,CUST-1572,South America,Store,Credit Card,0.0,500,700.0,200.0
ORD-10976,2025-06-27,Monitor,Electronics,4,300,CUST-1282,Europe,Store,Cash,0.12,720,1056.0,336.0
ORD-10977,2025-10-31,Monitor,Electronics,3,300,CUST-1448,North America,Online,Credit Card,0.06,540,846.0,306.0
ORD-10978,2026-03-01,Smartwatch,Wearables,1,250,CUST-1752,North America,Online,Cash,0.07,140,232.49999999999997,92.49999999999997
ORD-10979,2026-03-31,Smartwatch,Wearables,3,250,CUST-1290,Asia,Online,Cash,0.04,420,720.0,300.0
ORD-10980,2026-05-23,Laptop,Electronics,5,900,CUST-1688,North America,Online,Credit Card,0.09,3250,4095.0,845.0
ORD-10981,2026-04-12,Headphones,Accessories,5,120,CUST-1048,Europe,Store,Cash,0.11,300,534.0,234.0
ORD-10982,2025-10-15,Smartwatch,Wearables,1,250,CUST-1554,South America,Online,Bank Transfer,0.04,140,240.0,100.0
ORD-10983,2025-06-22,Smartwatch,Wearables,4,250,CUST-1601,Europe,Online,Cash,0.02,560,980.0,420.0
ORD-10984,2026-04-04,Keyboard,Accessories,5,80,CUST-1703,North America,Store,Cash,0.09,175,364.0,189.0
ORD-10985,2025-11-08,Keyboard,Accessories,2,80,CUST-1381,Asia,Store,Cash,0.06,70,150.39999999999998,80.39999999999998
ORD-10986,2026-05-05,Laptop,Electronics,1,900,CUST-1548,Asia,Online,Bank Transfer,0.08,650,828.0,178.0
ORD-10987,2026-02-09,Keyboard,Accessories,1,80,CUST-1855,Asia,Store,Credit Card,0.12,35,70.4,35.400000000000006
ORD-10988,2025-11-01,Mouse,Accessories,5,50,CUST-1934,Europe,Store,Bank Transfer,0.07,100,232.49999999999997,132.49999999999997
ORD-10989,2025-12-01,Monitor,Electronics,1,300,CUST-1703,North America,Store,Credit Card,0.01,180,297.0,117.0
ORD-10990,2025-11-18,Laptop,Electronics,3,900,CUST-1906,Europe,Online,Bank Transfer,0.01,1950,2673.0,723.0
ORD-10991,2026-02-10,Tablet,Electronics,5,450,CUST-1556,North America,Store,Cash,0.19,1500,1822.5000000000002,322.5000000000002
ORD-10992,2025-09-27,Keyboard,Accessories,1,80,CUST-1018,North America,Online,Credit Card,0.08,35,73.60000000000001,38.60000000000001
ORD-10993,2026-05-05,Tablet,Electronics,4,450,CUST-1956,North America,Online,Cash,0.18,1200,1476.0,276.0
ORD-10994,2025-08-03,Laptop,Electronics,5,900,CUST-1444,South America,Store,Credit Card,0.05,3250,4275.0,1025.0
ORD-10995,2026-05-12,Tablet,Electronics,1,450,CUST-1102,North America,Online,Credit Card,0.16,300,378.0,78.0
ORD-10996,2025-10-31,Laptop,Electronics,4,900,CUST-1519,North America,Store,Credit Card,0.16,2600,3024.0,424.0
ORD-10997,2026-03-08,Phone,Electronics,1,700,CUST-1342,South America,Store,Bank Transfer,0.13,500,609.0,109.0
ORD-10998,2025-07-09,Smartwatch,Wearables,5,250,CUST-1688,North America,Store,Bank Transfer,0.17,700,1037.5,337.5
ORD-10999,2025-06-19,Monitor,Electronics,4,300,CUST-1961,South America,Store,Credit Card,0.14,720,1032.0,312.0
ORD-11000,2025-10-29,Laptop,Electronics,4,900,CUST-1638,Europe,Store,Bank Transfer,0.08,2600,3312.0,712.0
ORD-11001,2025-12-18,Tablet,Electronics,4,450,CUST-1658,Asia,Store,Bank Transfer,0.07,1200,1674.0,474.0
ORD-11002,2026-02-06,Headphones,Accessories,4,120,CUST-1112,North America,Store,Credit Card,0.11,240,427.2,187.2
ORD-11003,2026-03-23,Mouse,Accessories,1,50,CUST-1754,Europe,Store,Bank Transfer,0.08,20,46.0,26.0
ORD-11004,2025-12-04,Mouse,Accessories,1,50,CUST-1958,South America,Store,Cash,0.19,20,40.5,20.5
ORD-11005,2026-04-26,Keyboard,Accessories,5,80,CUST-1449,North America,Online,Cash,0.14,175,344.0,169.0
ORD-11006,2025-12-08,Tablet,Electronics,3,450,CUST-1265,Asia,Online,Cash,0.12,900,1188.0,288.0
